match_number,stage,team,opponent,match_duration,shirt_number,player,total_distance_m,zone1_distance_m,zone2_distance_m,zone3_distance_m,zone4_distance_m,zone5_distance_m,high_speed_runs,sprints,top_speed_kmh,passes_attempted,passes_completed,pass_completion_pct,switches_of_play,crosses_attempted,crosses_completed,line_breaks_attempted,line_breaks_completed,line_break_completion_pct,ball_progressions,take_ons,step_ins,attempts_at_goal,goals,total_offers,offers_in_front,offers_in_between,offers_out_to_in,offers_in_to_out,offers_in_behind,offers_no_movement,offers_received,tackles_made,tackles_won,blocks,interceptions,pressures_direct,pressures_indirect,duels_won_aerial,duels_won_physical,possession_contests_won,clearances,loose_ball_receptions,pushing_on,pushing_on_into_pressing,possession_regains,possession_interrupted,player_lineup,position,started,minutes,source_url,minutes_source_url,minutes_note,high_intensity_distance_m
42,Group stage,France,Iraq,90,9,Marcus Thuram,295.8,87.7,113.1,74.0,21.0,0.0,5.0,2.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus Thuram,FW,False,0.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,21.0
42,Group stage,France,Iraq,90,10,Kylian Mbappe,8679.1,4187.8,3085.9,754.7,401.7,249.0,66.0,35.0,33.4,38.0,35.0,92.0,2.0,2.0,0.0,9.0,9.0,100.0,12.0,9.0,3.0,8.0,2.0,61.0,17.0,18.0,1.0,2.0,20.0,3.0,28.0,4,2,0.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,3.0,21.0,13.0,2.0,1.0,Kylian Mbappe,FW,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,650.7
42,Group stage,France,Iraq,90,11,Michael Olise,8752.1,2636.6,4196.5,1193.2,478.0,247.7,97.0,38.0,34.7,40.0,34.0,85.0,0.0,0.0,0.0,16.0,12.0,75.0,5.0,5.0,0.0,3.0,0.0,33.0,8.0,6.0,2.0,2.0,11.0,4.0,7.0,1,0,0.0,1.0,1.0,40.0,1.0,0.0,1.0,0.0,7.0,21.0,12.0,1.0,0.0,Michael Olise,FW,True,68.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,725.7
42,Group stage,France,Iraq,90,12,Bradley Barcola,8595.9,3997.1,3241.2,634.2,337.3,386.1,59.0,30.0,34.7,30.0,25.0,83.0,0.0,3.0,0.0,8.0,6.0,75.0,4.0,3.0,1.0,1.0,0.0,36.0,4.0,3.0,0.0,0.0,17.0,12.0,12.0,2,0,5.0,3.0,3.0,15.0,1.0,0.0,1.0,0.0,5.0,20.0,9.0,5.0,2.0,Bradley Barcola,FW,True,83.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,723.4000000000001
42,Group stage,France,Iraq,90,14,Adrien Rabiot,11161.9,4031.2,5064.4,1528.2,456.1,82.0,124.0,31.0,29.2,72.0,71.0,99.0,0.0,0.0,0.0,15.0,14.0,93.0,2.0,0.0,2.0,1.0,0.0,29.0,15.0,6.0,0.0,0.0,6.0,2.0,8.0,3,2,0.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,3.0,0.0,Adrien Rabiot,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,538.1
42,Group stage,France,Iraq,90,16,Mike Maignan,4554.7,3776.4,718.7,41.9,10.7,7.1,5.0,1.0,26.4,12.0,11.0,92.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,Mike Maignan,GK,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,17.799999999999997
42,Group stage,France,Iraq,90,17,William Saliba,9196.1,4155.2,3860.3,793.6,259.7,127.3,69.0,23.0,29.3,62.0,60.0,97.0,0.0,0.0,0.0,4.0,3.0,75.0,0.0,0.0,0.0,1.0,0.0,17.0,2.0,1.0,0.0,0.0,0.0,14.0,10.0,4,0,6.0,0.0,1.0,5.0,3.0,0.0,3.0,3.0,5.0,10.0,3.0,8.0,4.0,William Saliba,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,387.0
42,Group stage,France,Iraq,90,20,Desire Doue,3033.5,925.9,1334.8,506.3,159.1,107.4,41.0,16.0,31.5,13.0,10.0,77.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,4.0,1.0,0.0,4.0,1.0,4.0,1,0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,Desire Doue,FW,False,23.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,266.5
42,Group stage,France,Iraq,90,24,Rayan Cherki,3304.6,751.3,1574.7,684.4,223.7,70.6,58.0,18.0,30.8,21.0,18.0,86.0,0.0,0.0,0.0,7.0,5.0,71.0,2.0,2.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,1.0,0.0,Rayan Cherki,MF,False,22.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,294.29999999999995
42,Group stage,France,Iraq,90,25,Maghnes Akliouche,1369.8,322.8,678.5,283.9,70.2,14.3,24.0,5.0,26.6,7.0,5.0,71.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,2,0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,6.0,0.0,2.0,Maghnes Akliouche,MF,False,7.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M42-FRA-V-IRQ.pdf,Paired substitution times on the FIFA PMSR team-summary page.,84.5
61,Group stage,France,Norway,90,2,Malo Gusto,953.5,401.8,430.2,91.2,30.2,0.0,7.0,3.0,23.4,8.0,8.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,2,0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,Malo Gusto,DF,False,3.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,30.2
61,Group stage,France,Norway,90,4,Dayot Upamecano,7970.3,3312.4,3360.1,846.8,336.7,114.3,70.0,24.0,31.9,43.0,39.0,91.0,2.0,0.0,0.0,7.0,4.0,57.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0,0,3.0,1.0,3.0,1.0,3.0,1.0,5.0,6.0,4.0,6.0,2.0,6.0,6.0,Dayot Upamecano,DF,True,76.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,451.0
61,Group stage,France,Norway,90,5,Jules Kounde,9583.8,3621.5,3847.6,1321.4,567.6,225.8,119.0,44.0,32.8,57.0,50.0,88.0,0.0,1.0,0.0,14.0,10.0,71.0,0.0,0.0,0.0,0.0,0.0,29.0,7.0,6.0,1.0,2.0,8.0,5.0,11.0,4,1,4.0,0.0,7.0,14.0,2.0,0.0,2.0,4.0,9.0,22.0,6.0,2.0,5.0,Jules Kounde,DF,True,87.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,793.4000000000001
61,Group stage,France,Norway,90,6,Manu Kone,10740.9,3704.0,4741.1,1749.1,444.1,102.6,139.0,33.0,27.5,56.0,52.0,93.0,0.0,0.0,0.0,8.0,8.0,100.0,5.0,1.0,4.0,1.0,0.0,11.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,6,1,2.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0,10.0,25.0,9.0,2.0,3.0,Manu Kone,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,546.7
61,Group stage,France,Norway,90,7,Ousmane Dembele,7293.0,2761.4,2796.1,1136.9,519.6,79.1,92.0,31.0,28.4,40.0,31.0,78.0,2.0,4.0,1.0,17.0,11.0,65.0,1.0,0.0,1.0,3.0,3.0,23.0,7.0,0.0,2.0,1.0,9.0,4.0,13.0,0,0,1.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,3.0,21.0,11.0,1.0,1.0,Ousmane,FW,True,65.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ousmane-dembele-hat-trick-norway,Official FIFA article states that Dembele left in the 65th minute.,598.7
61,Group stage,France,Norway,90,8,Aurelien Tchouameni,11170.9,4484.2,4156.4,1724.3,667.9,138.2,150.0,53.0,29.8,63.0,61.0,97.0,2.0,1.0,0.0,9.0,9.0,100.0,0.0,0.0,0.0,1.0,0.0,33.0,22.0,4.0,0.0,0.0,1.0,6.0,14.0,12,5,5.0,0.0,7.0,14.0,3.0,0.0,3.0,3.0,9.0,33.0,16.0,8.0,6.0,Aurelien Tchouameni,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,806.0999999999999
61,Group stage,France,Norway,90,10,Kylian Mbappe,7940.7,3945.0,2528.7,664.5,363.6,439.0,55.0,29.0,37.6,30.0,28.0,93.0,4.0,3.0,1.0,9.0,7.0,78.0,4.0,3.0,1.0,4.0,0.0,51.0,6.0,10.0,1.0,2.0,29.0,3.0,14.0,2,2,2.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,3.0,9.0,7.0,3.0,1.0,Kylian Mbappe,FW,True,87.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,802.6
61,Group stage,France,Norway,90,11,Michael Olise,8835.1,2711.4,3850.2,1371.0,502.5,400.0,122.0,39.0,33.4,44.0,37.0,84.0,0.0,1.0,0.0,15.0,12.0,80.0,4.0,2.0,2.0,3.0,0.0,53.0,21.0,16.0,1.0,3.0,9.0,3.0,16.0,3,0,4.0,0.0,3.0,26.0,0.0,0.0,1.0,0.0,5.0,10.0,6.0,1.0,2.0,Michael Olise,FW,True,65.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,902.5
61,Group stage,France,Norway,90,12,Bradley Barcola,2812.6,1325.9,982.7,297.5,117.2,89.3,23.0,11.0,36.3,9.0,8.0,89.0,0.0,1.0,1.0,1.0,1.0,100.0,2.0,1.0,1.0,0.0,0.0,11.0,2.0,1.0,0.0,0.0,6.0,2.0,6.0,1,0,1.0,0.0,2.0,15.0,2.0,0.0,2.0,2.0,1.0,9.0,9.0,1.0,1.0,Bradley Barcola,FW,False,25.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,206.5
61,Group stage,France,Norway,90,15,Ibrahima Konate,1968.4,944.8,773.5,209.9,40.2,0.0,18.0,3.0,24.7,11.0,10.0,91.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0,0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,Ibrahima Konate,DF,False,14.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,40.2
61,Group stage,France,Norway,90,16,Mike Maignan,4919.1,3865.3,980.4,64.9,8.5,0.0,4.0,1.0,21.7,25.0,17.0,68.0,0.0,0.0,0.0,7.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,Mike Maignan,GK,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,8.5
61,Group stage,France,Norway,90,19,Theo Hernandez,9702.3,4085.2,3901.2,1029.0,463.2,223.8,98.0,37.0,33.6,49.0,48.0,98.0,1.0,2.0,1.0,17.0,16.0,94.0,0.0,0.0,0.0,2.0,0.0,14.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,2,1,3.0,2.0,3.0,11.0,4.0,0.0,4.0,1.0,4.0,8.0,6.0,7.0,2.0,Theo Hernandez,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,687.0
61,Group stage,France,Norway,90,20,Desire Doue,11188.7,4027.4,4241.6,1634.8,897.1,387.9,136.0,64.0,32.3,47.0,39.0,83.0,0.0,1.0,0.0,13.0,7.0,54.0,6.0,6.0,0.0,4.0,1.0,40.0,7.0,5.0,4.0,1.0,13.0,10.0,14.0,3,1,5.0,0.0,1.0,36.0,1.0,0.0,1.0,0.0,6.0,23.0,19.0,4.0,1.0,Desire Doue,FW,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,1285.0
61,Group stage,France,Norway,90,22,Jean-philippe Mateta,1085.7,379.4,512.6,108.7,68.5,16.6,10.0,6.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Jean-philippe Mateta,FW,False,3.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,85.1
61,Group stage,France,Norway,90,24,Rayan Cherki,3592.1,1142.6,1645.6,472.8,244.1,87.1,45.0,16.0,29.4,21.0,21.0,100.0,0.0,2.0,0.0,2.0,2.0,100.0,1.0,1.0,0.0,0.0,0.0,12.0,5.0,3.0,0.0,0.0,3.0,1.0,6.0,0,0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,Rayan Cherki,MF,False,25.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,331.2
61,Group stage,France,Norway,90,26,Maxence Lacroix,9363.5,4122.4,3912.2,967.8,293.0,68.1,90.0,26.0,29.1,46.0,43.0,93.0,0.0,0.0,0.0,8.0,5.0,62.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,2,1,3.0,0.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0,3.0,0.0,4.0,5.0,Maxence Lacroix,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M61-NOR-V-FRA.pdf,Paired substitution times on the FIFA PMSR team-summary page.,361.1
77,Round of 32,France,Sweden,90,2,Malo Gusto,2165.1,619.9,1114.4,281.5,117.7,31.6,25.0,10.0,28.6,12.0,12.0,100.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,2,0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,Malo Gusto,DF,False,15.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,149.3
77,Round of 32,France,Sweden,90,3,Lucas Digne,8530.2,4095.2,2938.3,941.0,416.8,138.9,79.0,36.0,31.2,43.0,36.0,84.0,0.0,0.0,0.0,16.0,14.0,88.0,1.0,1.0,0.0,1.0,0.0,14.0,1.0,0.0,0.0,2.0,8.0,3.0,3.0,1,0,1.0,2.0,0.0,5.0,3.0,1.0,4.0,9.0,5.0,13.0,3.0,3.0,7.0,Lucas Digne,DF,True,78.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,555.7
77,Round of 32,France,Sweden,90,4,Dayot Upamecano,9622.7,4426.7,3949.8,817.6,278.2,150.4,70.0,23.0,35.4,45.0,43.0,96.0,1.0,0.0,0.0,12.0,11.0,92.0,0.0,0.0,0.0,2.0,0.0,24.0,5.0,0.0,0.0,0.0,1.0,18.0,13.0,0,0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,6.0,6.0,4.0,2.0,5.0,4.0,Dayot Upamecano,DF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,428.6
77,Round of 32,France,Sweden,90,5,Jules Kounde,8335.5,3253.7,3321.3,1034.6,495.5,230.4,86.0,33.0,30.3,37.0,34.0,92.0,0.0,5.0,1.0,10.0,8.0,80.0,1.0,1.0,0.0,1.0,0.0,41.0,5.0,2.0,0.0,2.0,23.0,9.0,17.0,3,0,2.0,0.0,2.0,11.0,1.0,0.0,1.0,2.0,6.0,10.0,7.0,2.0,5.0,Jules Kounde,DF,True,75.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,725.9
77,Round of 32,France,Sweden,90,7,Ousmane Dembele,8073.5,3287.9,3261.4,1148.5,299.8,75.9,102.0,19.0,28.4,38.0,35.0,92.0,0.0,4.0,0.0,10.0,7.0,70.0,3.0,3.0,0.0,2.0,0.0,25.0,10.0,3.0,1.0,2.0,1.0,8.0,12.0,1,1,2.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,4.0,18.0,11.0,1.0,1.0,Ousmane Dembele,FW,True,75.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,375.70000000000005
77,Round of 32,France,Sweden,90,8,Aurelien Tchouameni,10232.7,4524.6,4015.5,1349.9,289.3,53.4,115.0,20.0,31.4,66.0,63.0,95.0,0.0,0.0,0.0,9.0,9.0,100.0,0.0,0.0,0.0,1.0,0.0,50.0,31.0,14.0,0.0,0.0,0.0,5.0,23.0,2,1,2.0,0.0,1.0,7.0,1.0,0.0,2.0,5.0,8.0,18.0,3.0,1.0,6.0,Aurelien Tchouameni,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,342.7
77,Round of 32,France,Sweden,90,10,Kylian Mbappe,8113.3,3810.9,2983.3,818.5,322.9,177.6,70.0,28.0,30.2,41.0,35.0,85.0,3.0,1.0,0.0,17.0,16.0,94.0,11.0,9.0,2.0,5.0,2.0,65.0,11.0,23.0,2.0,2.0,23.0,4.0,26.0,1,0,1.0,0.0,2.0,21.0,1.0,0.0,1.0,0.0,1.0,20.0,11.0,1.0,0.0,Kylian Mbappe,FW,True,85.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,500.5
77,Round of 32,France,Sweden,90,11,Michael Olise,10684.7,3301.4,4905.6,1577.6,704.4,195.7,142.0,46.0,33.1,70.0,63.0,90.0,1.0,8.0,3.0,26.0,21.0,81.0,4.0,3.0,1.0,6.0,0.0,58.0,17.0,21.0,4.0,3.0,9.0,4.0,27.0,1,1,0.0,0.0,3.0,22.0,0.0,0.0,1.0,0.0,8.0,13.0,5.0,1.0,0.0,Michael Olise,FW,True,85.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,900.0999999999999
77,Round of 32,France,Sweden,90,12,Bradley Barcola,9706.9,4435.5,3492.2,911.0,481.1,387.1,72.0,42.0,34.7,27.0,25.0,93.0,0.0,1.0,0.0,3.0,2.0,67.0,8.0,5.0,3.0,3.0,1.0,22.0,1.0,0.0,2.0,0.0,18.0,1.0,6.0,6,0,0.0,0.0,7.0,31.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,Bradley Barcola,FW,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,868.2
77,Round of 32,France,Sweden,90,14,Adrien Rabiot,10636.2,4440.7,4253.4,1250.4,603.2,88.5,110.0,42.0,29.8,67.0,63.0,94.0,0.0,0.0,0.0,19.0,17.0,89.0,1.0,0.0,1.0,2.0,0.0,51.0,16.0,17.0,0.0,1.0,11.0,6.0,20.0,2,1,1.0,2.0,5.0,19.0,1.0,0.0,2.0,3.0,5.0,18.0,7.0,3.0,3.0,Adrien Rabiot,MF,True,90.0,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,https://www.fifatrainingcentre.com/media/native/tournaments/fifa-world-cup/2026/PMSR-M77-FRA-V-SWE.pdf,Paired substitution times on the FIFA PMSR team-summary page.,691.7
